date_mid,ts_raw,ts_regime_mean,ts_regime_shift
1998-10-16,0,0,0
1998-11-15,0,0,0
1998-12-16,0,0,0
1999-01-16,0,0,0
1999-02-14,0,0,0
1999-03-16,0,0,0
1999-04-15,0,0,0
1999-05-16,0,0,0
1999-06-15,0,0,0
1999-07-16,0,0,0
1999-08-16,0,0,0
1999-09-15,0,0,0
1999-10-16,0,0,0
1999-11-15,0,0,0
1999-12-16,0,0,0
2000-01-16,0,0,0
2000-02-15,0,0,0
2000-03-16,0,0,0
2000-04-15,0,0,0
2000-05-16,0,0,0
2000-06-15,0,0,0
2000-07-16,0,0,0
2000-08-16,0,0,0
2000-09-15,0,0,0
2000-10-16,0,0,0
2000-11-15,0,0,0
2000-12-16,0,0,0
2001-01-16,0,0,0
2001-02-14,0,0,0
2001-03-16,0,0,0
2001-04-15,0,0,0
2001-05-16,0,0,0
2001-06-15,0,0,0
2001-07-16,0,0,0
2001-08-16,0,0,0
2001-09-15,0,0,0
2001-10-16,0,0,0
2001-11-15,0,0,0
2001-12-16,0,0,0
2002-01-16,0,0,0
2002-02-14,0,0,0
2002-03-16,0,0,0
2002-04-15,0.43333333333333335,0.9445985121004565,1.7973894246438205
2002-05-16,0.3870967741935484,0.9445985121004565,0
2002-06-15,0.13333333333333333,0.9445985121004565,0
2002-07-16,1,0.9445985121004565,0
2002-08-16,0.9354838709677419,0.9445985121004565,0
2002-09-15,1,0.9445985121004565,0
2002-10-16,1,0.9445985121004565,0
2002-11-15,1,0.9445985121004565,0
2002-12-16,1,0.9445985121004565,0
2003-01-16,1,0.9445985121004565,0
2003-02-14,1,0.9445985121004565,0
2003-03-16,1,0.9445985121004565,0
2003-04-15,1,0.9445985121004565,0
2003-05-16,1,0.9445985121004565,0
2003-06-15,1,0.9445985121004565,0
2003-07-16,1,0.9445985121004565,0
2003-08-16,1,0.9445985121004565,0
2003-09-15,0.43333333333333335,0.9445985121004565,0
2003-10-16,1,0.9445985121004565,0
2003-11-15,1,0.9445985121004565,0
2003-12-16,1,0.9445985121004565,0
2004-01-16,1,0.9445985121004565,0
2004-02-15,1,0.9445985121004565,0
2004-03-16,1,0.9445985121004565,0
2004-04-15,1,0.9445985121004565,0
2004-05-16,1,0.9445985121004565,0
2004-06-15,0.6333333333333333,0.9445985121004565,0
2004-07-16,0,0.9445985121004565,0
2004-08-16,1,0.9445985121004565,0
2004-09-15,1,0.9445985121004565,0
2004-10-16,1,0.9445985121004565,0
2004-11-15,1,0.9445985121004565,0
2004-12-16,1,0.9445985121004565,0
2005-01-16,1,0.9445985121004565,0
2005-02-14,1,0.9445985121004565,0
2005-03-16,1,0.9445985121004565,0
2005-04-15,1,0.9445985121004565,0
2005-05-16,1,0.9445985121004565,0
2005-06-15,1,0.9445985121004565,0
2005-07-16,1,0.9445985121004565,0
2005-08-16,1,0.9445985121004565,0
2005-09-15,1,0.9445985121004565,0
2005-10-16,1,0.9445985121004565,0
2005-11-15,1,0.9445985121004565,0
2005-12-16,1,0.9445985121004565,0
2006-01-16,1,0.9445985121004565,0
2006-02-14,1,0.9445985121004565,0
2006-03-16,1,0.9445985121004565,0
2006-04-15,1,0.9445985121004565,0
2006-05-16,1,0.9445985121004565,0
2006-06-15,1,0.9445985121004565,0
2006-07-16,1,0.9445985121004565,0
2006-08-16,0.6129032258064516,0.9445985121004565,0
2006-09-15,0.7666666666666667,0.9445985121004565,0
2006-10-16,1,0.9445985121004565,0
2006-11-15,1,0.9445985121004565,0
2006-12-16,1,0.9445985121004565,0
2007-01-16,0.3548387096774194,0.01820750793383608,-2.0137099959654874
2007-02-14,0.6785714285714286,0.01820750793383608,0
2007-03-16,0,0.01820750793383608,0
2007-04-15,0,0.01820750793383608,0
2007-05-16,0,0.01820750793383608,0
2007-06-15,0,0.01820750793383608,0
2007-07-16,0,0.01820750793383608,0
2007-08-16,0,0.01820750793383608,0
2007-09-15,0,0.01820750793383608,0
2007-10-16,0,0.01820750793383608,0
2007-11-15,0,0.01820750793383608,0
2007-12-16,0,0.01820750793383608,0
2008-01-16,0,0.01820750793383608,0
2008-02-15,0,0.01820750793383608,0
2008-03-16,0,0.01820750793383608,0
2008-04-15,0,0.01820750793383608,0
2008-05-16,0,0.01820750793383608,0
2008-06-15,0,0.01820750793383608,0
2008-07-16,0,0.01820750793383608,0
2008-08-16,0.1935483870967742,0.01820750793383608,0
2008-09-15,0.03333333333333333,0.01820750793383608,0
2008-10-16,0,0.01820750793383608,0
2008-11-15,0,0.01820750793383608,0
2008-12-16,0,0.01820750793383608,0
2009-01-16,0,0.01820750793383608,0
2009-02-14,0,0.01820750793383608,0
2009-03-16,0,0.01820750793383608,0
2009-04-15,0,0.01820750793383608,0
2009-05-16,0,0.01820750793383608,0
2009-06-15,0,0.01820750793383608,0
2009-07-16,0,0.01820750793383608,0
2009-08-16,0,0.01820750793383608,0
2009-09-15,0,0.01820750793383608,0
2009-10-16,0,0.01820750793383608,0
2009-11-15,0,0.01820750793383608,0
2009-12-16,0,0.01820750793383608,0
2010-01-16,0,0.01820750793383608,0
2010-02-14,0,0.01820750793383608,0
2010-03-16,0,0.01820750793383608,0
2010-04-15,0,0.01820750793383608,0
2010-05-16,0,0.01820750793383608,0
2010-06-15,0,0.01820750793383608,0
2010-07-16,0,0.01820750793383608,0
2010-08-16,0,0.01820750793383608,0
2010-09-15,0,0.01820750793383608,0
2010-10-16,0,0.01820750793383608,0
2010-11-15,0,0.01820750793383608,0
2010-12-16,0,0.01820750793383608,0
2011-01-16,0,0.01820750793383608,0
2011-02-14,0,0.01820750793383608,0
2011-03-16,0,0.01820750793383608,0
2011-04-15,0,0.01820750793383608,0
2011-05-16,0,0.01820750793383608,0
2011-06-15,0.43333333333333335,0.9567938378053708,2.137455165926252
2011-07-16,1,0.9567938378053708,0
2011-08-16,1,0.9567938378053708,0
2011-09-15,1,0.9567938378053708,0
2011-10-16,1,0.9567938378053708,0
2011-11-15,1,0.9567938378053708,0
2011-12-16,1,0.9567938378053708,0
2012-01-16,1,0.9567938378053708,0
2012-02-15,1,0.9567938378053708,0
2012-03-16,1,0.9567938378053708,0
2012-04-15,1,0.9567938378053708,0
2012-05-16,1,0.9567938378053708,0
2012-06-15,1,0.9567938378053708,0
2012-07-16,1,0.9567938378053708,0
2012-08-16,1,0.9567938378053708,0
2012-09-15,1,0.9567938378053708,0
2012-10-16,1,0.9567938378053708,0
2012-11-15,1,0.9567938378053708,0
2012-12-16,1,0.9567938378053708,0
2013-01-16,1,0.9567938378053708,0
2013-02-14,1,0.9567938378053708,0
2013-03-16,1,0.9567938378053708,0
2013-04-15,1,0.9567938378053708,0
2013-05-16,1,0.9567938378053708,0
2013-06-15,1,0.9567938378053708,0
2013-07-16,1,0.9567938378053708,0
2013-08-16,0.7419354838709677,0.9567938378053708,0
2013-09-15,1,0.9567938378053708,0
2013-10-16,1,0.9567938378053708,0
2013-11-15,1,0.9567938378053708,0
2013-12-16,1,0.9567938378053708,0
2014-01-16,1,0.9567938378053708,0
2014-02-14,1,0.9567938378053708,0
2014-03-16,1,0.9567938378053708,0
2014-04-15,1,0.9567938378053708,0
2014-05-16,1,0.9567938378053708,0
2014-06-15,1,0.9567938378053708,0
2014-07-16,0.7419354838709677,0.9567938378053708,0
2014-08-16,1,0.9567938378053708,0
2014-09-15,1,0.9567938378053708,0
2014-10-16,1,0.9567938378053708,0
2014-11-15,1,0.9567938378053708,0
2014-12-16,1,0.9567938378053708,0
2015-01-16,1,0.9567938378053708,0
2015-02-14,1,0.9567938378053708,0
2015-03-16,1,0.9567938378053708,0
2015-04-15,1,0.9567938378053708,0
2015-05-16,0.6451612903225806,0.9567938378053708,0
2015-06-15,0,0.9567938378053708,0
2015-07-16,0.3870967741935484,0.9567938378053708,0
2015-08-16,0.5161290322580645,0.9567938378053708,0
2015-09-15,1,0.9567938378053708,0
2015-10-16,1,0.9567938378053708,0
2015-11-15,1,0.9567938378053708,0
2015-12-16,1,0.9567938378053708,0
2016-01-16,1,0.9567938378053708,0
2016-02-15,1,0.9567938378053708,0
2016-03-16,1,0.9567938378053708,0
2016-04-15,0.6,0.07808359615043758,-1.2458827794750584
2016-05-16,0,0.07808359615043758,0
2016-06-15,0,0.07808359615043758,0
2016-07-16,0,0.07808359615043758,0
2016-08-16,0,0.07808359615043758,0
2016-09-15,0,0.07808359615043758,0
2016-10-16,0,0.07808359615043758,0
2016-11-15,0.26666666666666666,0.07808359615043758,0
2016-12-16,1,0.07808359615043758,0
2017-01-16,0.7741935483870968,0.07808359615043758,0
2017-02-14,1,0.07808359615043758,0
2017-03-16,1,0.07808359615043758,0
2017-04-15,0,0.07808359615043758,0
2017-05-16,0,0.07808359615043758,0
2017-06-15,0,0.07808359615043758,0
2017-07-16,0,0.07808359615043758,0
2017-08-16,0,0.07808359615043758,0
2017-09-15,0.3333333333333333,0.07808359615043758,0
2017-10-16,0.0967741935483871,0.07808359615043758,0
2017-11-15,0,0.07808359615043758,0
2017-12-16,0,0.07808359615043758,0
2018-01-16,0,0.07808359615043758,0
2018-02-14,0,0.07808359615043758,0
2018-03-16,0.4838709677419355,0.07808359615043758,0
2018-04-15,1,0.07808359615043758,0
2018-05-16,0.5806451612903226,0.07808359615043758,0
2018-06-15,1,0.07808359615043758,0
2018-07-16,0.9354838709677419,0.07808359615043758,0
2018-08-16,0,0.07808359615043758,0
2018-09-15,0,0.07808359615043758,0
2018-10-16,0,0.07808359615043758,0
2018-11-15,0,0.07808359615043758,0
2018-12-16,0,0.07808359615043758,0
2019-01-16,0,0.07808359615043758,0
2019-02-14,0,0.07808359615043758,0
2019-03-16,0,0.07808359615043758,0
2019-04-15,0,0.07808359615043758,0
2019-05-16,0,0.07808359615043758,0
2019-06-15,0,0.07808359615043758,0
2019-07-16,0,0.07808359615043758,0
2019-08-16,0,0.07808359615043758,0
2019-09-15,0,0.07808359615043758,0
2019-10-16,0,0.07808359615043758,0
2019-11-15,0,0.07808359615043758,0
2019-12-16,0,0.07808359615043758,0
2020-01-16,0,0.07808359615043758,0
2020-02-15,0,0.07808359615043758,0
2020-03-16,0,0.07808359615043758,0
2020-04-15,0,0.07808359615043758,0
2020-05-16,0,0.07808359615043758,0
2020-06-15,0,0.07808359615043758,0
2020-07-16,0,0.07808359615043758,0
2020-08-16,0,0.07808359615043758,0
2020-09-15,0,0.07808359615043758,0
2020-10-16,0,0.07808359615043758,0
2020-11-15,0,0.07808359615043758,0
2020-12-16,0,0.07808359615043758,0
2021-01-16,0,0.07808359615043758,0
2021-02-14,0,0.07808359615043758,0
2021-03-16,0,0.07808359615043758,0
2021-04-15,0,0.07808359615043758,0
2021-05-16,0,0.07808359615043758,0
2021-06-15,0,0.07808359615043758,0
2021-07-16,0,0.07808359615043758,0
2021-08-16,0,0.07808359615043758,0
2021-09-15,0,0.07808359615043758,0
